Age,Gender,Time_on_platform,Devices_connected,Subscription_type,Num_active_profiles,Avg_rating
25,Male,1668,5,Basic,5,1
19,Female,3791,3,Basic,1,1
51,Female,3399,3,Standard,2,3
29,Female,1357,5,Standard,2,3
26,Male,1566,3,Standard,5,3
44,Female,4396,1,Standard,3,2
26,Male,1439,2,Standard,1,3
37,Male,4056,3,Standard,2,3
63,Female,7257,3,Basic,1,2
56,Male,7240,3,Premium,1,3
56,Male,3449,3,Standard,5,4
34,Female,4396,4,Premium,3,3
44,Female,3778,3,Premium,1,3
39,Female,335,3,Premium,5,1
39,Female,4396,3,Standard,1,1
37,Female,4396,3,Standard,3,3
38,Male,4396,3,Premium,1,3
31,Male,5977,2,Premium,1,2
44,Female,4396,3,Standard,1,3
39,Male,4396,3,Basic,4,3
26,Female,6678,2,Basic,3,3
41,Male,5427,4,Basic,1,1
63,Male,7284,3,Standard,1,3
65,Female,4396,5,Standard,3,3
45,Female,6078,3,Standard,2,2
42,Male,7276,1,Premium,2,1
41,Male,3128,5,Basic,4,4
54,Male,3358,2,Standard,5,2
50,Female,1348,1,Standard,2,2
38,Female,6459,3,Standard,2,4
44,Female,5671,3,Premium,1,3
39,Female,5665,3,Standard,5,3
44,Female,5681,2,Basic,5,3
45,Female,3148,3,Standard,3,2
66,Female,1086,3,Premium,5,4
20,Male,5397,2,Standard,1,2
44,Female,5320,3,Premium,4,3
67,Female,7636,4,Premium,5,4
29,Male,214,5,Standard,3,3
58,Female,3506,1,Basic,3,2
45,Female,4801,1,Basic,1,4
44,Male,5576,3,Premium,2,3
62,Female,4212,5,Basic,5,1
27,Male,3102,3,Premium,4,4
63,Female,304,3,Standard,2,1
44,Female,3870,5,Standard,2,3
56,Female,1238,1,Basic,2,3
64,Male,6004,2,Basic,3,1
24,Male,1652,5,Standard,5,2
65,Male,4429,1,Basic,1,3
44,Female,6081,3,Basic,5,1
33,Female,8436,3,Standard,3,3
44,Male,4240,1,Standard,5,2
46,Male,4396,2,Standard,4,4
20,Male,4396,3,Premium,5,2
34,Female,6020,1,Basic,3,3
26,Male,4396,1,Standard,1,2
32,Male,2269,3,Standard,1,1
42,Male,6786,5,Standard,1,4
53,Male,4396,3,Basic,2,4
55,Female,1025,4,Standard,3,3
66,Female,3680,1,Standard,5,2
65,Male,4396,3,Standard,2,3
54,Female,4476,5,Basic,4,2
18,Female,4396,3,Basic,2,4
65,Male,4396,3,Premium,1,1
44,Male,5952,3,Standard,4,4
34,Female,4396,2,Standard,4,4
35,Female,4460,3,Standard,5,4
44,Male,1749,3,Basic,1,4
51,Male,4396,3,Premium,3,3
44,Male,2840,1,Standard,4,3
69,Female,1672,2,Premium,3,4
30,Male,5914,5,Standard,4,2
61,Male,4396,3,Standard,2,4
26,Male,3417,3,Premium,4,3
65,Male,8110,3,Standard,3,3
46,Female,5171,4,Basic,4,3
47,Male,5147,3,Standard,3,4
37,Female,365,3,Standard,4,4
22,Female,1664,2,Premium,4,3
47,Female,7428,2,Standard,5,2
28,Male,3021,2,Basic,4,3
30,Female,6990,3,Premium,1,2
18,Female,6372,3,Standard,2,2
30,Male,4396,1,Standard,2,4
44,Male,4396,3,Standard,4,2
35,Male,1532,3,Standard,4,3
42,Male,442,3,Standard,5,3
19,Male,8472,4,Standard,5,4
63,Male,8196,5,Standard,5,4
33,Male,7062,3,Standard,1,4
65,Female,7660,1,Standard,3,3
24,Male,3723,3,Premium,3,3
59,Female,5382,3,Premium,5,4
45,Female,6598,4,Premium,2,4
68,Female,275,3,Standard,2,3
62,Male,1872,1,Premium,4,3
69,Male,4951,5,Standard,4,3
40,Female,6732,1,Standard,5,3
50,Female,7082,5,Basic,2,3
44,Female,6476,3,Basic,3,4
52,Male,5498,2,Standard,2,3
51,Male,2624,4,Standard,1,1
60,Female,1326,3,Standard,4,3
23,Female,4396,3,Standard,4,3
40,Female,151,4,Standard,4,3
57,Female,731,2,Standard,1,2
55,Female,6403,3,Standard,4,2
44,Male,6862,5,Standard,3,3
28,Female,4396,2,Standard,1,3
65,Female,5336,5,Standard,2,4
44,Male,6565,3,Premium,5,3
34,Male,4396,5,Basic,5,1
58,Male,371,2,Standard,4,3
42,Female,4880,3,Standard,4,2
23,Female,6203,2,Standard,3,3
38,Male,4396,5,Basic,2,1
24,Female,1272,2,Standard,2,3
44,Female,419,2,Standard,2,2
25,Female,4396,3,Premium,1,3
40,Female,4396,4,Standard,5,3
44,Male,7241,2,Standard,5,1
48,Male,3877,2,Standard,2,1
31,Male,7426,2,Standard,1,1
33,Male,944,4,Standard,3,4
41,Female,4938,3,Standard,4,3
44,Female,4266,5,Premium,2,3
45,Female,2490,2,Basic,3,3
44,Female,6459,3,Standard,4,3
24,Male,5151,2,Basic,5,3
56,Male,4396,3,Premium,4,4
20,Female,4052,3,Standard,5,3
66,Female,6128,3,Premium,2,2
44,Female,4396,3,Basic,5,2
56,Female,5713,2,Standard,2,3
52,Male,1670,4,Standard,3,3
20,Male,4322,1,Standard,3,3
51,Female,7314,3,Basic,3,3
48,Male,8449,3,Standard,5,4
59,Male,6376,3,Standard,5,2
43,Male,6449,2,Standard,3,2
54,Female,2663,2,Premium,5,3
43,Male,72,3,Standard,3,1
58,Female,6264,1,Standard,4,1
44,Male,386,3,Standard,4,4
28,Male,2045,2,Premium,3,4
50,Female,4396,3,Standard,1,3
43,Male,2196,5,Standard,3,3
37,Female,4396,5,Standard,2,3
55,Female,4396,3,Basic,1,3
33,Male,5135,3,Premium,2,3
65,Female,5756,2,Premium,1,1
40,Male,4396,2,Premium,3,3
41,Male,4396,1,Standard,4,4
51,Female,4396,3,Premium,2,4
46,Male,1386,3,Basic,5,3
44,Female,4413,2,Standard,2,3
44,Male,1964,3,Standard,3,3
44,Female,2044,2,Basic,3,3
48,Male,3059,4,Standard,2,3
28,Female,83,4,Standard,4,2
55,Female,8566,3,Standard,5,3
21,Female,6584,3,Standard,2,3
44,Female,8260,4,Premium,2,3
42,Female,4252,3,Basic,5,4
30,Male,3426,4,Standard,1,3
69,Female,7934,2,Standard,4,3
56,Male,2979,5,Basic,5,3
42,Male,4396,4,Standard,5,4
36,Male,5720,3,Standard,4,1
35,Male,1680,3,Standard,1,3
44,Male,8546,2,Standard,5,3
35,Male,593,3,Standard,4,1
46,Male,2541,1,Standard,4,3
49,Male,7680,5,Standard,4,4
47,Male,4396,4,Standard,2,3
51,Female,8101,3,Basic,5,2
24,Male,7859,4,Premium,3,4
20,Female,7472,3,Premium,4,2
61,Female,7497,3,Premium,3,2
67,Male,7534,1,Basic,3,2
59,Female,1218,1,Basic,4,4
65,Male,902,3,Premium,3,4
27,Female,7724,1,Standard,1,3
28,Male,4396,3,Standard,2,1
28,Male,3101,4,Premium,3,1
61,Male,2150,3,Premium,2,1
61,Female,369,3,Standard,1,4
67,Male,7026,1,Premium,3,3
31,Female,6245,5,Basic,4,1
67,Male,5702,1,Standard,2,1
56,Male,4396,3,Basic,3,4
28,Male,2558,3,Basic,5,2
63,Female,4396,4,Standard,5,1
46,Female,7557,3,Standard,2,4
62,Female,6336,5,Standard,4,3
40,Male,6276,5,Basic,5,3
64,Female,2984,2,Basic,4,3
36,Male,4396,3,Standard,3,3
44,Female,4396,3,Standard,2,4
27,Female,5904,3,Premium,2,4
69,Female,4396,3,Standard,4,3
44,Female,3188,3,Basic,5,3
54,Female,7406,3,Standard,5,1
46,Male,3770,3,Premium,2,3
47,Male,4396,3,Standard,4,1
44,Male,8451,2,Premium,4,2
44,Female,2629,3,Standard,5,3
46,Male,6178,3,Standard,2,4
32,Female,1219,3,Standard,2,3
45,Male,4396,2,Standard,3,1
44,Female,4873,3,Basic,1,3
29,Male,4396,2,Standard,2,1
24,Female,4396,3,Standard,3,2
23,Male,4396,1,Basic,1,1
55,Male,2671,1,Standard,5,1
27,Female,6647,2,Standard,3,2
18,Female,771,3,Standard,5,4
22,Female,8141,1,Basic,3,1
25,Male,635,1,Premium,4,2
44,Female,94,1,Standard,3,1
35,Male,2465,3,Standard,5,3
26,Male,1615,2,Standard,3,3
25,Female,3210,5,Standard,1,2
22,Female,6210,3,Premium,5,3
48,Male,4396,5,Standard,5,4
44,Male,722,4,Standard,3,2
24,Female,4396,5,Standard,1,1
33,Female,6737,3,Standard,5,2
68,Female,8497,5,Standard,2,3
34,Male,4396,3,Basic,3,4
53,Male,2498,3,Standard,2,4
44,Female,4680,2,Standard,4,3
48,Male,5426,4,Basic,1,3
30,Male,4396,1,Standard,5,3
51,Female,622,3,Standard,3,3
62,Female,6385,2,Premium,1,1
59,Male,2674,4,Basic,2,3
64,Male,7507,3,Premium,5,4
58,Male,4396,3,Standard,3,4
29,Male,4396,4,Standard,3,3
30,Male,4396,4,Standard,3,3
61,Male,1461,3,Standard,3,4
44,Male,8075,5,Standard,4,3
60,Male,154,3,Standard,4,3
18,Male,7939,3,Standard,5,3
55,Male,501,4,Standard,2,2
50,Female,5007,2,Premium,1,4
69,Male,4396,2,Basic,4,3
26,Male,4396,3,Standard,2,4
60,Female,4726,3,Premium,5,3
68,Male,4396,3,Basic,2,2
68,Female,4396,3,Premium,1,2
44,Male,4396,5,Premium,5,4
51,Male,3284,3,Basic,2,1
58,Male,4396,3,Standard,1,3
60,Male,6271,2,Premium,3,4
44,Female,8236,1,Basic,4,3
33,Male,1886,4,Basic,4,2
20,Female,5001,3,Basic,3,1
44,Female,2215,3,Standard,3,3
42,Female,3106,5,Premium,1,2
56,Male,168,4,Standard,3,2
44,Male,2826,4,Standard,5,3
63,Female,1050,5,Premium,4,4
26,Female,6165,4,Standard,4,3
48,Female,4396,3,Basic,5,3
64,Female,2387,4,Standard,2,3
56,Male,4396,2,Basic,4,2
44,Male,4396,1,Standard,4,3
44,Female,4396,4,Premium,5,2
67,Male,1553,2,Standard,2,3
34,Male,5146,3,Standard,5,2
41,Female,4396,2,Premium,1,2
22,Male,8168,3,Standard,4,2
63,Female,2420,3,Premium,5,3
37,Male,4396,2,Premium,3,4
44,Male,813,4,Standard,2,3
44,Female,4876,2,Standard,4,4
44,Female,1097,1,Basic,4,2
66,Female,3620,5,Standard,4,4
40,Male,3808,5,Standard,3,2
51,Male,1097,4,Basic,4,2
35,Male,4396,5,Premium,3,3
26,Male,4396,2,Standard,5,2
47,Female,7305,5,Standard,3,3
62,Male,1365,2,Standard,3,3
44,Female,3475,3,Basic,2,1
61,Female,6666,2,Standard,2,3
32,Female,5786,4,Standard,5,3
19,Male,4396,2,Standard,2,3
53,Female,4396,5,Standard,4,1
20,Male,4396,5,Standard,1,1
22,Female,3131,5,Premium,1,2
57,Male,6279,3,Standard,1,4
55,Female,1128,3,Standard,3,3
47,Male,4305,2,Standard,5,3
62,Male,4396,1,Basic,3,4
59,Male,6230,4,Basic,3,4
59,Male,7147,3,Premium,1,4
22,Female,4078,4,Standard,4,1
53,Male,3668,1,Standard,1,4
56,Male,6434,1,Premium,4,2
24,Male,4396,2,Standard,3,4
58,Female,3682,3,Premium,2,3
64,Female,4396,5,Standard,3,4
54,Female,6796,4,Standard,1,2
44,Female,4396,3,Standard,2,3
32,Male,7461,3,Premium,5,4
22,Female,5701,4,Standard,2,1
44,Female,5533,3,Premium,1,3
44,Female,4396,4,Basic,3,3
44,Female,2961,3,Standard,1,3
47,Male,2099,3,Basic,3,3
55,Female,4396,3,Standard,2,3
39,Female,811,4,Standard,2,2
44,Male,4396,4,Basic,2,1
24,Female,376,2,Basic,4,3
51,Female,6534,3,Standard,1,2
44,Male,8060,5,Basic,5,3
52,Male,2452,1,Standard,3,1
22,Female,7722,3,Standard,1,4
44,Male,7615,2,Standard,4,1
22,Female,8568,4,Premium,4,1
31,Male,899,5,Standard,1,4
26,Male,2682,3,Standard,5,3
39,Male,775,3,Standard,5,3
40,Male,4396,1,Standard,4,4
31,Male,4396,3,Standard,5,1
19,Male,708,3,Standard,5,3
57,Female,244,3,Standard,4,3
62,Male,4396,4,Standard,3,1
44,Male,4396,5,Standard,1,4
37,Male,1276,5,Premium,3,3
30,Male,8527,3,Basic,3,1
55,Male,4396,2,Standard,2,1
66,Male,415,2,Standard,4,3
50,Female,971,3,Basic,2,1
44,Female,951,2,Premium,3,3
21,Female,8006,2,Standard,4,3
55,Male,4271,5,Standard,2,2
44,Male,8180,3,Standard,1,4
53,Male,4396,3,Premium,1,3
26,Female,4396,3,Standard,4,1
57,Male,4396,3,Premium,3,3
69,Male,3603,1,Standard,3,1
34,Male,1142,3,Standard,1,1
24,Female,5872,3,Basic,1,3
63,Female,4396,3,Basic,2,4
45,Female,37,3,Basic,2,2
30,Male,3118,4,Basic,5,1
20,Male,4396,4,Standard,5,4
27,Female,2981,4,Standard,3,2
19,Male,4396,3,Basic,2,2
63,Male,3093,5,Basic,5,1
44,Male,2629,5,Premium,3,3
55,Female,2431,2,Standard,5,3
44,Male,5332,3,Basic,5,3
23,Female,5503,1,Premium,5,3
48,Male,2548,1,Standard,1,4
42,Female,3736,5,Standard,4,4
27,Male,8236,3,Standard,2,4
40,Female,1522,3,Standard,5,3
29,Male,846,2,Premium,3,3
34,Male,6066,5,Standard,3,3
45,Female,554,3,Standard,3,3
36,Male,7768,1,Standard,1,2
46,Male,3896,3,Premium,3,4
48,Female,1723,2,Standard,1,3
19,Female,207,3,Standard,4,4
69,Female,6081,3,Basic,4,3
40,Female,4396,3,Standard,4,3
24,Female,4396,1,Premium,5,1
56,Female,7782,5,Standard,1,4
30,Male,1596,4,Standard,2,3
51,Female,4396,3,Standard,2,4
68,Male,593,4,Standard,2,1
38,Female,4396,5,Standard,1,3
44,Male,5894,2,Basic,4,3
23,Female,3928,3,Basic,3,2
37,Female,2690,2,Premium,1,4
22,Female,6051,3,Standard,3,4
51,Female,4352,3,Basic,1,1
55,Female,7263,1,Basic,2,3
69,Female,2462,3,Standard,1,4
33,Male,7957,3,Basic,1,1
28,Female,2458,1,Standard,4,3
49,Male,4396,2,Standard,2,4
52,Male,2353,2,Premium,3,3
44,Male,324,3,Standard,2,4
44,Male,6151,3,Standard,5,4
65,Male,4620,5,Basic,1,2
35,Female,6265,4,Standard,4,3
64,Male,4396,2,Standard,1,2
21,Female,4396,3,Premium,4,1
52,Male,4396,3,Basic,4,4
59,Male,4396,2,Basic,2,2
38,Female,6614,3,Standard,1,1
51,Female,319,2,Premium,3,3
32,Female,4396,1,Basic,1,3
44,Male,7086,3,Premium,4,4
64,Male,895,1,Standard,3,3
26,Female,4276,5,Standard,1,1
68,Male,3790,3,Standard,4,3
45,Male,4613,2,Basic,3,4
44,Male,4696,3,Basic,5,2
66,Male,3787,5,Standard,5,2
51,Male,1388,3,Premium,2,3
21,Female,1853,3,Basic,2,3
44,Female,4477,3,Premium,3,3
61,Female,3142,1,Basic,1,3
49,Male,5944,3,Premium,3,3
29,Female,1961,5,Basic,3,4
23,Female,3615,4,Basic,3,1
39,Female,135,5,Premium,2,3
36,Female,2944,4,Standard,3,1
39,Female,337,2,Premium,2,1
40,Female,4396,4,Premium,4,4
63,Male,6474,1,Basic,2,4
29,Female,8514,5,Standard,1,1
44,Male,4396,2,Premium,3,1
42,Male,4396,1,Standard,3,2
34,Female,4396,3,Standard,5,3
69,Male,6867,3,Premium,2,2
53,Female,5552,3,Premium,3,1
46,Male,4396,3,Basic,5,1
47,Female,1389,1,Standard,4,4
29,Female,2396,4,Standard,3,1
23,Female,8521,5,Standard,4,4
43,Female,1580,1,Standard,2,1
48,Female,4396,2,Basic,4,3
55,Female,4396,5,Standard,3,3
30,Male,4396,3,Standard,4,1
55,Female,601,2,Premium,2,3
44,Male,8486,3,Premium,5,1
46,Female,4396,3,Basic,3,2
52,Male,4396,4,Standard,3,4
44,Male,2903,4,Standard,2,1
21,Male,1299,1,Standard,2,2
35,Female,3463,4,Standard,2,1
62,Male,1220,3,Premium,5,3
64,Male,1448,1,Standard,5,3
58,Male,7592,1,Basic,1,2
36,Male,4195,2,Basic,1,1
44,Male,6428,3,Standard,3,3
40,Female,5041,1,Standard,4,3
21,Male,4396,4,Basic,5,3
46,Female,2649,1,Basic,4,3
63,Female,5579,3,Standard,2,4
45,Female,8182,2,Basic,1,4
58,Female,289,4,Premium,5,2
36,Male,4396,1,Basic,5,3
60,Male,350,1,Premium,3,4
34,Male,4396,4,Premium,3,3
62,Female,7983,1,Standard,1,3
18,Male,8388,2,Basic,1,3
64,Female,5125,2,Premium,5,2
43,Female,4396,3,Standard,2,4
34,Male,7869,3,Premium,1,3
44,Male,4396,4,Premium,1,3
40,Male,2974,3,Standard,5,4
61,Male,7989,3,Standard,4,3
62,Female,7512,3,Standard,1,2
30,Male,4396,3,Premium,3,4
26,Male,4396,5,Basic,3,3
53,Male,2763,3,Premium,1,2
58,Female,4396,3,Basic,3,3
19,Male,4801,2,Premium,1,4
20,Male,4396,3,Basic,3,3
24,Male,3946,3,Premium,4,3
60,Male,4396,3,Standard,5,3
39,Female,6341,3,Standard,2,4
63,Female,3987,4,Basic,1,3
44,Male,1469,2,Premium,2,2
25,Female,4396,4,Basic,5,3
42,Male,4396,3,Standard,2,3
43,Male,4396,2,Standard,5,3
40,Male,2592,3,Standard,2,4
46,Female,5412,5,Standard,4,2
49,Male,2278,2,Basic,3,4
54,Male,4396,4,Standard,5,1
60,Female,4396,3,Standard,4,3
52,Male,3209,3,Basic,5,3
55,Male,3240,5,Basic,1,1
60,Male,6884,4,Standard,3,3
61,Male,4396,5,Standard,5,2
44,Female,4015,2,Premium,4,2
23,Female,4396,3,Standard,4,3
67,Female,7723,4,Standard,3,3
43,Female,1573,4,Basic,5,3
41,Male,6013,5,Basic,2,1
54,Female,6029,3,Standard,2,1
54,Male,5169,1,Premium,4,3
69,Female,1192,3,Standard,5,4
44,Female,8178,5,Standard,5,1
42,Male,6519,5,Standard,2,3
42,Male,4396,3,Basic,3,3
44,Female,4396,3,Premium,2,3
54,Female,4396,5,Standard,5,2
63,Male,4396,4,Basic,5,3
69,Female,4524,3,Premium,3,1
59,Male,4396,5,Standard,4,3
50,Male,4396,3,Standard,4,3
58,Female,2060,3,Standard,2,2
44,Male,132,3,Basic,4,3
33,Female,6036,3,Basic,5,3
62,Female,4396,1,Standard,1,2
28,Male,5875,4,Standard,1,3
57,Male,7504,3,Basic,3,4
28,Female,6073,5,Basic,3,1
66,Male,609,4,Premium,2,3
66,Female,4152,4,Standard,1,3
68,Female,2790,3,Premium,3,3
55,Female,4396,3,Standard,5,4
66,Female,4706,5,Basic,3,1
52,Female,5981,3,Basic,1,3
43,Male,5983,2,Standard,3,3
45,Male,4396,3,Standard,3,3
24,Male,4396,5,Standard,5,4
19,Female,4396,1,Standard,2,3
29,Male,1432,2,Basic,4,3
68,Male,4124,3,Basic,4,1
38,Male,834,3,Premium,4,4
44,Female,5961,3,Premium,1,3
54,Female,6347,1,Basic,1,2
68,Male,4396,5,Standard,4,3
44,Male,4396,3,Standard,3,1
69,Male,58,4,Standard,4,2
50,Female,4396,3,Standard,1,4
46,Female,4396,3,Premium,2,3
46,Female,4396,3,Premium,5,3
55,Male,4559,3,Standard,1,3
21,Male,4152,3,Standard,2,3
31,Male,5512,3,Standard,1,4
66,Female,1602,1,Standard,1,1
44,Female,3625,2,Standard,5,4
32,Male,4396,3,Standard,2,3
54,Female,4396,4,Standard,4,4
19,Male,5617,5,Basic,3,4
24,Female,4396,3,Basic,3,3
62,Male,731,4,Basic,1,3
41,Male,6249,5,Basic,1,4
25,Female,5722,2,Standard,2,2
48,Male,6916,2,Premium,5,1
36,Male,237,3,Standard,3,2
47,Female,5095,3,Standard,1,4
44,Female,4396,5,Basic,2,4
35,Female,5247,5,Standard,3,3
44,Female,4375,3,Standard,4,1
37,Female,1353,3,Standard,5,3
55,Male,7246,3,Standard,5,3
35,Female,2124,3,Standard,4,3
22,Male,7362,3,Basic,1,1
56,Female,8114,3,Premium,4,2
68,Female,659,3,Standard,3,2
21,Female,3354,2,Premium,4,3
44,Male,3314,2,Standard,4,1
51,Male,4396,5,Standard,3,2
44,Female,2572,3,Standard,5,1
66,Female,7160,2,Premium,5,3
65,Female,4396,3,Premium,3,3
44,Female,4396,3,Premium,5,1
42,Female,4386,3,Standard,5,4
44,Male,4396,5,Standard,1,1
26,Male,4396,4,Standard,5,3
63,Male,7970,5,Premium,5,1
62,Male,4396,1,Standard,4,3
44,Female,3321,1,Premium,5,1
35,Male,3337,1,Basic,1,3
39,Male,3063,2,Standard,4,2
44,Male,4262,3,Standard,5,2
56,Female,4396,3,Basic,3,4
43,Male,2574,4,Standard,3,1
19,Female,5348,3,Basic,4,1
54,Male,2699,5,Standard,2,3
18,Female,6954,1,Standard,5,3
39,Male,7272,4,Basic,3,3
56,Female,486,3,Standard,4,4
38,Male,4396,5,Standard,3,3
30,Male,4475,3,Premium,4,3
27,Male,6431,5,Standard,2,4
65,Male,8419,1,Standard,2,4
32,Female,4396,3,Standard,5,3
44,Male,2019,3,Standard,1,1
55,Female,4030,3,Standard,2,1
32,Male,866,3,Standard,4,2
29,Male,5190,5,Standard,5,4
54,Female,4396,2,Premium,3,3
47,Female,5791,5,Standard,3,3
44,Male,501,1,Standard,4,3
44,Female,888,3,Standard,1,4
32,Female,4396,3,Standard,1,2
32,Female,7274,3,Standard,4,1
25,Female,5761,1,Basic,4,1
63,Male,265,5,Standard,3,3
44,Male,4396,1,Premium,5,3
51,Male,5161,2,Standard,5,1
65,Male,5832,5,Basic,4,1
20,Male,7453,4,Standard,2,4
35,Male,4396,5,Standard,4,4
32,Male,2119,3,Basic,4,3
63,Male,119,1,Standard,5,1
49,Male,2865,3,Premium,3,4
62,Female,6945,1,Basic,4,3
67,Female,786,3,Basic,1,3
49,Female,4268,3,Premium,1,3
28,Female,1250,3,Standard,4,2
27,Female,6686,3,Basic,5,2
50,Male,4396,3,Standard,2,1
66,Male,1691,5,Basic,2,3
43,Male,679,3,Basic,1,1
30,Male,348,3,Standard,2,4
44,Male,7564,4,Basic,5,3
34,Female,4396,3,Standard,3,1
44,Male,5949,2,Standard,2,3
47,Female,7309,3,Standard,1,3
31,Male,6649,3,Standard,4,3
46,Male,1050,2,Standard,2,3
56,Female,4396,5,Premium,4,3
49,Male,5586,1,Basic,3,1
51,Male,4396,4,Standard,2,3
21,Male,4100,3,Premium,2,1
66,Male,106,5,Premium,2,2
44,Male,8176,3,Basic,2,3
38,Male,1369,3,Standard,1,3
66,Male,4396,5,Standard,4,3
44,Male,3269,2,Standard,3,3
68,Male,5160,3,Standard,2,1
29,Female,6538,1,Standard,3,3
55,Female,2278,3,Premium,1,1
54,Male,4396,3,Standard,3,4
67,Male,3199,1,Premium,4,2
62,Male,4396,5,Standard,3,2
69,Female,6230,2,Standard,1,2
53,Female,4396,1,Standard,4,1
44,Female,5062,5,Basic,4,2
55,Female,4396,3,Standard,2,2
57,Male,1265,1,Basic,5,3
45,Female,4396,3,Basic,3,3
32,Female,1275,1,Standard,2,3
69,Male,832,4,Premium,3,4
69,Female,4396,5,Standard,1,3
34,Female,3607,3,Basic,1,1
39,Female,4396,1,Basic,3,3
55,Male,3622,5,Standard,5,2
32,Female,3130,3,Standard,1,3
52,Male,852,2,Standard,1,2
34,Female,1530,2,Standard,3,3
26,Male,5608,5,Standard,5,3
62,Female,6191,3,Basic,4,3
44,Female,7965,2,Premium,2,3
36,Female,8604,5,Standard,4,3
57,Male,1055,1,Basic,2,3
44,Male,3173,5,Premium,2,1
53,Male,4396,3,Standard,4,1
26,Female,2066,4,Standard,4,1
38,Male,4396,5,Standard,2,3
34,Female,7375,1,Premium,2,4
25,Female,8187,1,Standard,2,2
44,Male,6566,3,Standard,2,3
44,Male,8033,1,Basic,1,4
24,Male,4175,3,Basic,4,3
28,Male,7444,2,Standard,4,3
38,Male,4396,3,Standard,2,1
44,Male,1909,3,Standard,1,1
59,Male,4396,3,Premium,2,4
61,Female,4396,4,Basic,2,2
44,Female,5282,3,Standard,3,2
63,Female,4396,3,Standard,1,4
38,Male,6046,3,Basic,3,4
49,Male,6566,1,Basic,5,2
58,Female,4396,4,Standard,2,3
59,Male,2306,4,Standard,2,2
68,Female,4294,3,Standard,2,4
41,Female,1781,4,Standard,1,4
42,Female,2972,3,Standard,1,3
33,Female,2861,3,Standard,4,1
39,Male,4396,3,Premium,3,1
51,Male,801,4,Premium,3,2
44,Female,6085,3,Standard,5,4
26,Female,5885,3,Basic,2,2
26,Male,3706,3,Standard,5,4
64,Male,6140,3,Premium,3,2
42,Male,5756,5,Standard,4,4
34,Female,4396,5,Premium,4,3
41,Female,4396,5,Premium,2,3
27,Female,4048,3,Standard,4,3
44,Male,2793,1,Standard,2,3
66,Female,2066,3,Basic,3,4
45,Female,3488,5,Standard,5,3
21,Female,4961,3,Standard,5,3
35,Female,4396,3,Basic,3,2
40,Female,3457,1,Standard,1,3
69,Female,4216,4,Standard,5,1
65,Female,8708,5,Standard,5,3
37,Male,3478,3,Standard,5,4
53,Female,4396,4,Standard,4,3
41,Female,5820,2,Standard,3,3
44,Female,5458,4,Standard,1,3
49,Male,7973,5,Premium,5,3
64,Male,1654,5,Basic,1,3
37,Female,4396,3,Basic,4,3
60,Female,1737,1,Premium,5,3
69,Female,205,3,Standard,5,4
61,Female,2918,3,Premium,3,4
36,Female,1726,3,Premium,1,1
44,Female,2051,3,Premium,5,3
50,Female,4880,3,Standard,5,3
44,Female,5304,3,Premium,1,3
37,Female,8416,3,Premium,4,2
53,Male,6574,3,Premium,1,3
22,Female,5250,5,Basic,2,2
62,Male,5080,3,Standard,2,1
36,Female,1192,3,Standard,3,2
57,Male,235,4,Premium,3,3
22,Male,4396,4,Standard,5,2
33,Female,5723,1,Standard,5,3
68,Male,4396,4,Premium,1,2
51,Male,6849,3,Standard,3,3
51,Female,7455,3,Basic,4,3
36,Male,4396,4,Standard,3,2
44,Female,4396,3,Premium,1,3
47,Male,509,5,Premium,5,3
18,Female,6251,1,Premium,3,3
47,Female,4424,4,Premium,1,2
20,Female,4396,5,Basic,2,2
37,Male,4396,4,Standard,4,4
44,Female,3449,5,Basic,3,1
25,Male,5329,1,Premium,3,3
67,Male,3070,3,Basic,3,4
61,Male,4396,4,Standard,4,4
41,Male,4396,4,Standard,3,4
66,Male,4396,3,Standard,1,3
62,Male,4396,3,Standard,4,4
46,Male,953,3,Standard,1,3
69,Female,2715,2,Premium,3,1
29,Female,4396,3,Standard,1,2
44,Male,6979,4,Standard,5,4
23,Male,1619,2,Basic,5,1
19,Female,742,5,Premium,5,1
49,Male,4396,5,Standard,2,4
21,Female,4396,2,Standard,4,3
59,Female,4396,3,Standard,4,4
44,Female,1998,5,Standard,4,1
28,Male,229,5,Standard,3,4
45,Male,5091,3,Basic,5,4
18,Male,7133,3,Standard,3,1
66,Male,4396,3,Standard,5,3
44,Male,2670,3,Basic,4,3
40,Male,4666,4,Standard,4,4
53,Male,3920,3,Standard,2,2
44,Male,4396,3,Premium,3,3
44,Female,5181,5,Standard,2,1
58,Female,4112,3,Standard,4,1
55,Male,805,3,Basic,3,3
49,Female,8637,2,Standard,3,1
51,Male,4396,3,Premium,4,1
44,Male,4250,2,Standard,4,3
58,Male,4396,3,Premium,1,4
44,Female,4396,3,Standard,3,3
45,Male,847,5,Standard,1,1
52,Male,1995,3,Standard,1,1
69,Male,982,3,Standard,4,1
25,Male,4396,3,Standard,1,1
56,Female,4396,3,Standard,4,1
40,Female,4396,1,Standard,4,4
61,Female,185,5,Standard,4,3
44,Male,4396,5,Premium,3,3
23,Male,1975,5,Premium,2,3
44,Male,4396,3,Standard,4,1
54,Female,4396,3,Basic,1,4
44,Male,8029,4,Standard,3,2
44,Female,7304,3,Standard,4,3
20,Female,4490,5,Standard,3,2
34,Male,8049,3,Basic,3,3
31,Female,2134,3,Standard,4,3
52,Female,4396,3,Standard,3,1
51,Male,3073,1,Standard,4,2
